objective,technology,name,id,full_only,url,geographies,location,tagline,description,contact,logo_url
12,12,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
12,17,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
6,17,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
5,12,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
5,17,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
19,12,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
11,12,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
11,17,Ascent,11,1,www.ascentregtech.com,Global,,,"Ascent helps its customers follow laws and regulations. We are a new type of company, a “RegTech” organization that combines a SaaS platform with intelligent content to provide customized tools and targeted advice for our customers. We’re using modern techniques like machine learning and predictive analytics to stay on the cutting edge of our industry. The Ascent platform makes it easy for compliance officers in regulated industries to see exactly what is expected of their companies, then track and report on the steps they’re taking to stay compliant. The efficient intelligence we provide helps our customers fulfill the spirit (and letter) of their obligations in a way that lets them breathe easy and focus on creating value for their own customers through their core business. We’re a team of compliance officers, lawyers, data scientists, and technologists united by the goal of helping you know your business so well that you not only comply with your obligations, but anticipate your future exposure. We combine decades of experience for actionable insights that are built into the platform.",,/static/images/vendor-logos/ascent.png
14,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
22,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
12,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
4,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
17,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
15,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
20,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
7,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
10,2,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
2,2,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
6,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
6,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
5,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
1,2,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
9,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
3,2,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
19,2,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
11,3,Ayasdi,12,1,www.ayasdi.com,"USA,UK,America,Europe",USA,,"At Ayasdi, we believe that deriving insight from big data will become essential and transformative for every enterprise. We believe that machine intelligence has the ability to revolutionize industries, allowing businesses to scale with algorithms and raw computing power rather than people, drastically improving human productivity, increasing operational effectiveness, and advancing scientific discovery.",,/static/images/vendor-logos/ayasdi.png
14,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
22,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
12,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
4,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
17,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
15,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
20,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
7,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
6,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
6,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
5,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
9,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
11,3,Bankers Toolbox,13,1,www.bankerstoolbox.com,USA,USA,,"Banker’s Toolbox, Inc. provides software-based solutions for financial institutions. Our diverse staff consists of seasoned bankers, CAMS certified professionals, former regulators and technology experts who specialize in designing, developing, and implementing risk management solutions. Our commitment to customers is unmatched in the industry and is reflected in our dedication to customer support. Become a member of the Banker’s toolbox family and feel the Banker’s Toolbox difference.",5.122.795.700,/static/images/vendor-logos/bankers-toolbox.png
12,1,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
4,1,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
18,1,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
18,6,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
16,1,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
16,6,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
7,1,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
7,6,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
9,1,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
8,6,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
11,1,BearingPoint,14,0,www.bessgmbh.com/en/products/abacus-regulator,Global,,,"ABACUS/Regulator is BearingPoint’s standard software solution for regulators that supports regulatory data collection, data validation, data storage, data visualization as well as data remittance for example to pan-European authorities.",,/static/images/vendor-logos/bearingpoint.png
4,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
17,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
15,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
20,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
18,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
16,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
7,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
13,4,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
13,10,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
8,7,BehavioSec,15,1,www.behaviosec.com,"Sweden,Europe",Sweden,,"We believe that great user experiences should never come with a security risk. BehavioSec has created the new model for strong, multilayered customer security. Now you can can stop fraud, prevent attacks, and verify your customers — all without slowing them down. We call it behavioral biometrics, and it uses continuous machine learning to authenticate users based, not on what they do, but on how they do it. Our algorithm can verify who someone is based on how they naturally interact with their device and deliver instant identity verification, along with continuous authentication. No special sensors. No extra hardware. Just artificial intelligence that works with your customers’ natural behavior to protect their online integrity",contact@behaviosec.com,/static/images/vendor-logos/behaviosec.png
4,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
17,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
15,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
